Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,15.885,15.885,screen dark,2.905582536
0,15.885,15.885,wifi running,0.2165481324
0.0,8.947756,8.947756,core 0 cpu_idle start,0.135102167844
8.947756,22.032,13.084244,core 0 cpu_idle,0.197559000156
0.0,8.94762,8.94762,core 1 cpu_idle start,0.13510011438
8.94762,22.032,13.08438,core 1 cpu_idle,0.19756105362
0.0,8.946628,8.946628,core 2 cpu_idle start,0.135085136172
8.946628,22.032,13.085372,core 2 cpu_idle,0.197576031828
0.0,8.946528,8.946528,core 3 cpu_idle start,0.135083626272
8.946528,22.032,13.085472,core 3 cpu_idle,0.197577541728
0.0,9.031564,9.031564,core 4 cpu_idle start,0.136367584836
9.031564,22.032,13.000436,core 4 cpu_idle,0.196293583164
0.0,9.019694,9.019694,core 5 cpu_idle start,0.136188359706
9.019694,22.032,13.012306,core 5 cpu_idle,0.196472808294
0.0,8.947719,8.947719,core 6 cpu_idle start,0.135101609181
8.947719,22.032,13.084281,core 6 cpu_idle,0.197559558819
0.0,8.952495,8.952495,core 7 cpu_idle start,0.135173722005
8.952495,22.032,13.079505,core 7 cpu_idle,0.197487445995
