device,subject,browser,batterystats_Joule_calculated,batterystats_Memory_KByte_calculated,batterystats_CPU_Percentage_Usage
j7duo,http-localhost-2020-lacunawebpages-nl-godaddy-com-nl-godaddy-com-1,chrome,124.620444,9545013.0,26.333333333333332
j7duo,http-localhost-2020-lacunawebpages-nl-godaddy-com-nl-godaddy-com-2,chrome,122.08743,13703191.833333334,25.666666666666668
j7duo,http-localhost-2020-lacunawebpages-nl-godaddy-com-nl-godaddy-com-0,chrome,124.78475999999999,11634125.666666666,25.0
j7duo,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-3,chrome,154.91378999999998,7312160.833333333,14.166666666666666
j7duo,http-localhost-2020-lacunawebpages-www-bbc-com-www-bbc-com-0,chrome,130.894686,11634912.833333334,18.0
j7duo,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-3,chrome,108.216186,9284519.5,11.0
j7duo,http-localhost-2020-lacunawebpages-www-booking-com-www-booking-com-0,chrome,86.98036200000001,8256351.333333333,11.833333333333334
j7duo,http-localhost-2020-lacunawebpages-m-youtube-com-m-youtube-com-1,chrome,69.22182600000001,11136991.166666666,9.95
j7duo,http-localhost-2020-lacunawebpages-www-office-com-www-office-com-2,chrome,79.786464,10258963.0,13.833333333333334
j7duo,http-localhost-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-2,chrome,64.023258,12329614.333333334,11.333333333333334
j7duo,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-0,chrome,170.343,11251805.5,25.0
j7duo,http-localhost-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-2,chrome,95.189454,7677715.333333333,11.333333333333334
j7duo,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-1,chrome,166.20095999999998,10691113.333333334,23.666666666666668
j7duo,http-localhost-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-1,chrome,67.440768,18523736.333333332,11.166666666666666
j7duo,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-2,chrome,169.0548,13389321.5,25.5
j7duo,http-localhost-2020-lacunawebpages-www-amazon-in-www-amazon-in-0,chrome,91.75416000000001,13043011.5,12.833333333333334
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-2-international-html,chrome,212.79977999999997,11947769.166666666,23.666666666666668
j7duo,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-2,chrome,155.72235,14418871.5,14.333333333333334
j7duo,http-localhost-2020-lacunawebpages-www-bbc-com-www-bbc-com-1,chrome,132.396156,12561098.166666666,19.833333333333332
j7duo,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-1-home-html,chrome,100.73406,10342764.666666666,33.166666666666664
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-1-international-html,chrome,209.442,9877536.0,23.666666666666668
j7duo,http-localhost-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-2,chrome,78.39240600000001,7196604.166666667,10.666666666666666
j7duo,http-localhost-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-0,chrome,110.55030000000001,7280325.833333333,12.666666666666666
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-3-international-html,chrome,206.32026,6301997.333333333,23.166666666666668
j7duo,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-0-home-html,chrome,80.67324,17480755.333333332,10.833333333333334
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-0-international-html,chrome,211.25472000000002,17593837.5,23.833333333333332
j7duo,http-localhost-2020-subjects-lvl2-angularjs_require,chrome,54.67479,12625852.333333334,11.0
j7duo,http-localhost-2020-lacunawebpages-stackexchange-com-stackexchange-com-3,chrome,85.689228,12545257.166666666,10.166666666666666
j7duo,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,157.146,7760916.333333333,15.0
j7duo,http-localhost-2020-lacunawebpages-m-youtube-com-m-youtube-com-2,chrome,65.421222,14217506.666666666,9.816666666666668
