Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
3,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-3,1619,1589,2380,1643,1984,1700,2377,1944,1683,1697,1536,2398,1571,1816,1549,1571,1805,1598,1586,1644,1784.5
3,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-3-home-html,1273,894,883,880,878,867,824,1547,873,1290,1020,1801,1107,907,2499,1013,931,758,870,868,1099.15
3,http-localhost-2020-lacunawebpages-m-youtube-com-m-youtube-com-3,1002,786,865,841,891,813,802,849,774,832,708,1422,896,801,769,935,952,839,780,817,868.7
3,http-localhost-2020-lacunawebpages-www-bbc-com-www-bbc-com-3,2467,2780,2613,2912,2542,2686,2224,4045,2898,2670,2706,2502,4315,2607,2571,2673,1595,2820,2768,2830,2761.2
3,http-localhost-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-3,1333,1195,1226,1258,1678,852,1171,1226,1109,1262,1582,1238,1210,2162,1458,1335,1686,1640,1146,1306,1353.65
3,http-localhost-2020-subjects-lvl3-backbone,1249,1015,754,790,790,755,772,880,797,779,853,750,890,907,894,839,804,736,1010,782,852.3
3,http-localhost-2020-subjects-lvl3-angularjs_require,552,790,649,691,684,588,517,595,1696,642,675,795,690,635,668,793,709,534,672,632,710.35
3,http-localhost-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-3,1024,1034,957,1056,967,989,1065,1009,1034,1649,1537,1065,1105,1022,1015,1393,1182,1008,1035,1009,1107.75
3,http-localhost-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-3,1069,1368,1307,1086,1430,1069,1438,1393,1192,1166,1427,1176,1365,1139,1030,1459,1038,1472,1426,1258,1265.4
3,http-localhost-2020-lacunawebpages-nl-godaddy-com-nl-godaddy-com-3,1850,2539,1290,1700,2325,1314,1333,2257,2376,1399,1353,1656,2142,1474,2290,2536,1555,2462,1484,1934,1863.45
3,http-localhost-2020-lacunawebpages-www-office-com-www-office-com-3,1138,966,1576,1024,1011,1127,965,1023,2340,1165,692,1009,1052,1001,1228,1848,1167,1108,727,991,1157.9
3,http-localhost-2020-lacunawebpages-apache-org-apache-org-3,1076,985,1105,1040,1201,998,1346,1054,1156,1100,598,696,1184,1006,1295,1068,1684,1016,1054,1055,1085.85
3,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-3-international-html,2898,1906,1789,2300,2572,2464,1588,2276,2213,2623,1563,2286,1780,2561,1584,2261,1425,2355,1693,1569,2085.3
3,http-localhost-2020-lacunawebpages-stackexchange-com-stackexchange-com-3,1161,1212,1091,1231,681,1984,1274,2310,1234,1291,1061,1347,960,1691,1681,1483,1733,1219,1159,981,1339.2
3,http-localhost-2020-lacunawebpages-www-booking-com-www-booking-com-3,1330,1258,1352,1428,1331,1382,1356,1265,1404,1310,1411,1328,1408,1365,1430,1573,1668,1352,1319,1350,1381.0
3,http-localhost-2020-lacunawebpages-www-amazon-in-www-amazon-in-3,1622,1639,1727,1686,1547,1564,1549,1760,1564,1744,1887,1418,1489,1737,1597,1633,1602,1584,1741,1568,1632.9
3,http-localhost-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-3,1068,1118,1020,1218,1076,1117,972,1019,945,1001,1002,1082,1030,1178,540,1218,600,1145,986,1100,1021.75
3,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-3,1316,1301,1979,1335,1255,1358,1430,1994,1348,1212,1391,1304,1362,1387,1465,1585,1402,1370,1392,1255,1422.05
