Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-1,2221,3093,1934,1928,2249,2630,2303,1881,1677,2220,2512,1920,2025,1943,2102,2113,2166,1862,1841,2279,2144.95
1,http-localhost-2020-lacunawebpages-m-youtube-com-m-youtube-com-1,1161,1015,840,964,957,1491,874,893,978,932,1011,981,944,1007,990,1007,1004,972,1064,949,1001.7
1,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-1-home-html,907,920,882,1030,1149,988,969,943,986,983,908,952,1078,936,1035,909,1068,943,989,726,965.05
1,http-localhost-2020-lacunawebpages-www-bbc-com-www-bbc-com-1,3437,3068,2904,2949,2709,2929,3208,3998,3226,3108,3168,2987,3017,2593,3361,3096,2808,2717,2793,2486,3028.1
1,http-localhost-2020-subjects-lvl1-angularjs_require,676,683,541,641,701,677,759,715,526,727,707,696,849,664,775,755,664,897,582,705,697.0
1,http-localhost-2020-lacunawebpages-www-office-com-www-office-com-1,1317,1220,1150,1346,1221,1248,886,1302,1647,1132,1120,1223,1106,1242,1139,1116,1286,1292,1234,1162,1219.45
1,http-localhost-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-1,1609,1828,1452,1424,1520,1375,1394,1430,1420,1324,1739,1494,1462,1498,1433,1378,1425,1513,1402,1507,1481.35
1,http-localhost-2020-lacunawebpages-nl-godaddy-com-nl-godaddy-com-1,1919,2842,2152,1623,1691,1951,1603,2463,1452,2317,1398,1384,1742,1363,1299,1817,1515,1318,1411,1383,1732.15
1,http-localhost-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-1,1119,1366,910,1134,1105,932,1509,1186,1158,1392,1223,1139,1192,1183,1609,1176,1149,1182,1109,1092,1193.25
1,http-localhost-2020-lacunawebpages-apache-org-apache-org-1,1121,1362,1156,1462,1239,1213,1271,1922,1093,1285,1043,1078,1123,1167,895,687,1232,919,1594,1234,1204.8
1,http-localhost-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-1,1279,1399,1281,2149,1802,1356,1315,1433,1745,1217,1298,2205,1294,1548,1593,1425,1360,1211,1400,1378,1484.4
1,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-1-international-html,1894,2572,1211,1628,2428,1586,1774,1686,2261,1831,2625,2561,2280,2682,1729,1844,1713,2360,2258,2469,2069.6
1,http-localhost-2020-lacunawebpages-www-booking-com-www-booking-com-1,2068,1626,1571,1577,1896,1757,1683,1604,1751,1817,1750,1535,1650,1405,2128,1718,1551,1590,1617,1950,1712.2
1,http-localhost-2020-lacunawebpages-www-amazon-in-www-amazon-in-1,1572,1547,1808,1666,1673,1821,1544,1617,1666,1631,1751,1677,1824,2283,1585,1660,2386,1725,1679,1629,1737.2
1,http-localhost-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-1,1288,1112,1064,1073,1135,1094,1129,1151,1191,1086,1164,1115,1095,1170,1046,1100,1145,1046,1146,1051,1120.05
1,http-localhost-2020-lacunawebpages-stackexchange-com-stackexchange-com-1,1636,1315,1395,1389,1376,1239,1398,1421,1205,1326,1278,1808,1430,1239,2067,1479,1315,2023,1175,1298,1440.6
1,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,1398,1559,1344,1398,1390,1466,1558,1462,1364,1375,1359,1443,1909,1519,1566,1351,1397,1386,1344,1348,1446.8
1,http-localhost-2020-subjects-lvl1-backbone,1172,1086,969,603,849,1104,956,867,885,1016,966,1053,696,936,895,874,880,988,856,670,916.05
