Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Average
3,httplocalhost2020apacheorgapacheorg3,6474264.0,6783419.0,6938201.0,7092852.0,7247609.0,7402459.0,7711801.0,7865938.0,39706028.0,39859810.0,13708238.1
3,httplocalhost2020awsamazoncomawsamazoncom3,8020096.0,8482963.0,8637955.0,9255396.0,42055504.0,43798219.0,46078369.0,46232789.0,46698760.0,50138146.0,30939819.7
