device,subject,browser,batterystats_Joule_calculated,batterystats_Memory_KByte_calculated,batterystats_CPU_Percentage_Usage
j7duo,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-1,chrome,162.66204,14288480.75,24.5
j7duo,http-localhost-2020-lacunawebpages-apache-org-apache-org-1,chrome,87.936318,14092153.25,11.5
j7duo,http-localhost-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-1,chrome,65.60843399999999,17858055.0,11.25
j7duo,http-localhost-2020-lacunawebpages-aws-amazon-com-aws-amazon-com-2,chrome,160.566372,10424455.0,23.0
j7duo,http-localhost-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-0,chrome,69.253659,10871309.5,10.75
j7duo,http-localhost-2020-lacunawebpages-www-wikipedia-org-www-wikipedia-org-0,chrome,66.734253,14291391.75,11.5
j7duo,http-localhost-2020-subjects-lvl3-backbone,chrome,64.25703,16962502.0,10.5
j7duo,http-localhost-2020-subjects-lvl0-angularjs_require,chrome,64.874493,11516450.5,11.0
j7duo,http-localhost-2020-lacunawebpages-www-amazon-in-www-amazon-in-0,chrome,91.77401700000001,10376374.25,13.5
j7duo,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-2-home-html,chrome,78.61348799999999,16619874.75,10.75
j7duo,http-localhost-2020-lacunawebpages-www-amazon-in-www-amazon-in-2,chrome,86.1885,14736627.0,12.75
j7duo,http-localhost-2020-lacunawebpages-stackexchange-com-stackexchange-com-2,chrome,79.35055200000001,15971799.75,10.0
j7duo,http-localhost-2020-lacunawebpages-www-mozilla-org-www-mozilla-org-en-us-3,chrome,81.331839,16619506.25,10.25
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-2-international-html,chrome,183.006558,5863465.75,23.25
j7duo,http-localhost-2020-lacunawebpages-apache-org-apache-org-2,chrome,93.56529599999999,15823825.75,11.0
j7duo,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-2,chrome,158.197878,14539524.75,14.25
j7duo,http-localhost-2020-lacunawebpages-apache-org-apache-org-0,chrome,93.637575,15034109.5,10.175
j7duo,http-localhost-2020-lacunawebpages-www-bbc-com-www-bbc-com-1,chrome,130.556727,5223564.75,20.75
j7duo,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-1-home-html,chrome,97.559136,10424400.5,33.75
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-1-international-html,chrome,172.36718100000002,15084799.75,22.25
j7duo,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-0,chrome,156.69264600000002,14239230.25,14.0
j7duo,http-localhost-2020-lacunawebpages-www-booking-com-www-booking-com-2,chrome,88.55676899999999,13597946.0,10.75
j7duo,http-localhost-2020-lacunawebpages-www-office-com-www-office-com-1,chrome,82.8108,11762342.0,14.0
j7duo,http-localhost-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-2,chrome,74.455641,16373225.0,11.0
j7duo,http-localhost-2020-lacunawebpages-www-office-com-www-office-com-0,chrome,76.12930800000001,18403978.0,13.5
j7duo,http-localhost-2020-lacunawebpages-www-buzzfeed-com-www-buzzfeed-com-0,chrome,104.54606999999999,11713556.5,11.25
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-3-international-html,chrome,188.041248,10228055.25,22.75
j7duo,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-0-home-html,chrome,81.292113,9529611.0,11.75
j7duo,http-localhost-2020-lacunawebpages-apache-org-apache-org-3,chrome,88.934733,10080779.5,11.25
j7duo,http-localhost-2020-lacunawebpages-www-paypal-com-www-paypal-com-nl-3-home-html,chrome,74.96510399999998,14291967.0,9.925
j7duo,http-localhost-2020-lacunawebpages-www-amazon-in-www-amazon-in-3,chrome,83.86416,13542540.5,11.25
j7duo,http-localhost-2020-lacunawebpages-www-theguardian-com-www-theguardian-com-0-international-html,chrome,199.14300000000003,15283462.0,24.5
j7duo,http-localhost-2020-lacunawebpages-www-booking-com-www-booking-com-3,chrome,81.874674,11814456.25,10.0
j7duo,http-localhost-2020-subjects-lvl2-angularjs_require,chrome,59.549049,10127902.5,13.0
j7duo,http-localhost-2020-lacunawebpages-www-amazon-in-www-amazon-in-1,chrome,87.58614599999999,13100886.75,12.75
j7duo,http-localhost-2020-subjects-lvl0-backbone,chrome,65.919006,13003627.75,11.25
j7duo,http-localhost-2020-lacunawebpages-stackexchange-com-stackexchange-com-3,chrome,81.451845,15230639.5,9.975
j7duo,http-localhost-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-3,chrome,72.169209,13102195.0,10.0
j7duo,http-localhost-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,148.966659,7152602.25,15.0
j7duo,http-localhost-2020-lacunawebpages-stackoverflow-com-stackoverflow-com-1,chrome,78.38532900000001,13446695.0,10.5
j7duo,http-localhost-2020-lacunawebpages-m-youtube-com-m-youtube-com-2,chrome,68.795523,11270330.25,9.725
j7duo,http-localhost-2020-lacunawebpages-www-bbc-com-www-bbc-com-3,chrome,88.746795,10427343.75,12.0
