Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-192.168.178.178-2020-subjects-lvl1-backbone_require,1592120914725,1592197959347,1592219212098,1592376726855,1592453956348,1592459017910,1592548004344,1592551646117,1592553872566,1592555693695,1592558728212,1592562981064,1592569050286,1592635645498,1592637264772,1592717797915,1592733780373,1592737627997,1592740865170,1592804488518,1592536761690.5
1,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-1,1590812306323,1590988635551,1590993899372,1591079680454,1591249763937,1591262718752,1591268796263,1591504281091,1591506303653,1591506505847,1591506910540,1591523101364,1591529579851,1591613501241,1591761875309,1591779479512,1591787171121,1591852470738,1591853887409,1591858343047,1591461960568.75
1,http-192.168.178.178-2020-subjects-lvl1-vanilla-es6,1592214758303,1592221236188,1592364780453,1592378142788,1592381381108,1592394341779,1592395353739,1592454970219,1592477638609,1592479866009,1592652240205,1592726090698,1592727508295,1592730543144,1592732364097,1592736818658,1592805095402,1592820683572,1592978958947,1592997571514,1592583517186.35
1,http-192.168.178.178-2020-subjects-lvl1-dojo,1592133662931,1592135686535,1592193912122,1592213948704,1592278357150,1592297992982,1592303864287,1592452132539,1592540112176,1592553670490,1592561563444,1592565004413,1592566623179,1592631597667,1592633218317,1592718404148,1592741270428,1592813595699,1592827768168,1592980981397,1592507168338.8
1,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-1,1590902697028,1590909985629,1590992482816,1590997136114,1591078264761,1591086159258,1591093042127,1591160176433,1591355913304,1591356520099,1591426671116,1591431328991,1591523303600,1591590806524,1591612893446,1591700354767,1591765925806,1591782718016,1591791017290,1591955814183,1591375660565.4
1,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-1-international.htm,1590922939058,1591091218774,1591094660287,1591167866585,1591170297816,1591184261280,1591254822517,1591255834414,1591349029044,1591349839042,1591426873526,1591521887153,1591593237580,1591602962591,1591607418576,1591848207277,1591854493823,1591854898971,1591863812441,1591864014954,1591443928785.45
1,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-1,1590813926143,1590989445418,1590995113208,1591170702103,1591257050620,1591260290451,1591329180802,1591347206545,1591351256467,1591417564494,1591417969550,1591431531348,1591513790340,1591521280468,1591524315503,1591599720242,1591613298561,1591689021197,1591691852822,1591698531358,1591381652382.0
1,http-192.168.178.178-2020-subjects-lvl1-enyo_backbone,1592129412156,1592195128333,1592205447436,1592290102814,1592300420357,1592368836221,1592375310017,1592377333531,1592379965086,1592395758686,1592480068294,1592649204414,1592653656067,1592713547166,1592727710798,1592802059121,1592805297278,1592812177837,1592981790096,1592984216609,1592531372115.85
1,http-192.168.178.178-2020-subjects-lvl1-gwt,1592208482200,1592211518108,1592212530531,1592283425819,1592304876082,1592307101413,1592367214345,1592367417135,1592380167315,1592396772025,1592397784500,1592466303358,1592470958161,1592554277486,1592644752759,1592651633033,1592652644527,1592730745643,1592802869712,1592812786792,1592461213047.2
1,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-1-home.htm,1590906542844,1590912817041,1590987011600,1590987419045,1590990254827,1591081704605,1591156330966,1591168271393,1591249357593,1591267376384,1591346799360,1591430921092,1591437806658,1591596680815,1591599315018,1591610864676,1591613906961,1591862392890,1591948323038,1591954800708,1591355444875.7
1,http-192.168.178.178-2020-subjects-lvl1-mithril,1592192696623,1592198364224,1592281402630,1592288078987,1592388669747,1592451726072,1592455172573,1592465493391,1592465898248,1592540719552,1592549016064,1592555288776,1592560146101,1592563588041,1592624910385,1592626132044,1592713749359,1592719010681,1592741472847,1592884407659,1592513297200.2
