Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
0,http-192.168.178.178-2020-subjects-lvl0-backbone_require,1129,782,669,1042,894,1047,742,910,1024,1097,802,832,2225,1029,991,3630,1093,982,1056,980,1147.8
0,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-0,1336,1281,1327,1226,1266,1655,1524,1570,1400,1463,1397,1483,1561,1499,1386,1451,1407,1503,1377,1611,1436.15
0,http-192.168.178.178-2020-subjects-lvl0-mithril,2215,645,1213,1753,1319,733,1331,999,803,914,985,1253,1549,1116,950,1133,1317,1015,1695,1027,1198.25
0,http-192.168.178.178-2020-subjects-lvl0-vue,1544,1461,1004,978,1117,1029,1038,1307,1448,1118,1314,1094,878,1220,902,1059,1173,955,1183,1004,1141.3
0,http-192.168.178.178-2020-subjects-lvl0-canjs,902,1059,933,926,1004,986,910,926,911,961,972,929,1595,940,1032,925,1020,947,939,2806,1081.15
0,http-192.168.178.178-2020-subjects-lvl0-vanillajs,933,967,1301,1327,961,1620,1790,1330,886,1521,998,1055,1050,1038,877,838,1176,1228,869,817,1129.1
0,http-192.168.178.178-2020-subjects-lvl0-knockback,1007,1129,3533,963,985,1911,1211,1045,2166,1796,1121,1207,1088,1711,1114,1226,1172,1081,1273,2377,1455.8
0,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-0,1594,1609,1617,1693,1641,1761,1633,2178,1644,1489,1677,1680,1655,1570,1666,1643,1662,1731,1549,1602,1664.7
0,http-192.168.178.178-2020-subjects-lvl0-gwt,819,1420,1193,1067,872,801,1088,842,1057,1103,794,1209,1504,839,1023,1122,2259,1111,1305,920,1117.4
0,http-192.168.178.178-2020-subjects-lvl0-jquery,927,1353,896,880,1161,908,1851,958,2109,1002,1332,1130,912,1204,1207,2479,1570,1811,846,1161,1284.85
0,http-192.168.178.178-2020-subjects-lvl0-jsblocks,881,920,902,2486,960,2205,1269,1553,1013,992,878,956,943,2590,902,1028,1259,1525,944,852,1252.9
0,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-0,1205,1295,1493,1623,1278,1248,1326,1391,1675,1732,2535,1528,1206,1324,1385,1693,1354,1459,1278,1261,1464.45
0,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-0-international.htm,2178,1570,2233,1869,2321,2471,1670,1428,2361,1687,2240,1810,2238,2432,1982,1590,2273,2218,1863,2258,2034.6
0,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-0,1742,1535,2890,1565,1566,1711,2060,2036,1562,1524,1452,1578,1452,991,1322,1943,1491,2567,1997,1669,1732.65
0,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-0,1129,1171,1150,1515,1433,998,1466,1171,1507,1062,1092,1200,1163,1239,1150,1247,1924,1132,1173,1441,1268.15
0,http-192.168.178.178-2020-lacunaWebPages-www.amazon.com-www.amazon.com-0,1434,1460,1384,1398,1342,1534,1541,1453,1601,1354,1589,1448,1286,1356,1477,1433,1422,1492,1541,1422,1448.35
0,http-192.168.178.178-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-0,1626,1103,1506,1264,1586,1188,1148,1313,1010,1369,1284,1437,1154,2117,1360,1385,1498,1364,1530,1293,1376.75
0,http-192.168.178.178-2020-subjects-lvl0-canjs_require,1304,1007,1044,1706,1261,870,911,801,1006,749,837,700,1132,898,807,935,914,899,1154,1901,1041.8
0,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-0-home.htm,1241,1388,1031,923,967,1031,991,955,950,927,966,1109,992,1124,1019,894,952,2599,2615,1261,1196.75
0,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-0,1204,1764,1285,1385,1281,1226,2171,1351,1412,1203,1289,1332,2973,1894,1371,1669,1708,1507,1096,1755,1543.8
0,http-192.168.178.178-2020-subjects-lvl0-polymer,1079,506,732,832,1087,863,716,593,1258,737,818,773,793,682,952,887,939,1073,825,2137,914.1
0,http-192.168.178.178-2020-subjects-lvl0-dojo,1931,916,880,835,911,936,1565,2897,1180,1225,618,814,986,817,1672,1243,1068,1023,1079,1098,1184.7
0,http-192.168.178.178-2020-subjects-lvl0-enyo_backbone,1319,1988,1311,1285,1269,2171,1244,1229,1762,1351,1389,1288,1453,1243,1309,1494,1801,1335,1293,1366,1445.0
0,http-192.168.178.178-2020-subjects-lvl0-exoskeleton,1523,1347,1165,1176,892,830,1017,963,986,986,925,1683,832,1285,1119,900,844,905,922,965,1063.25
0,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-0,1612,1582,1494,1722,1641,1637,1542,1587,1672,1612,1539,1821,1656,1652,1668,1732,1611,1760,1634,1581,1637.75
0,http-192.168.178.178-2020-subjects-lvl0-angularjs_require,1591,830,1086,999,570,932,934,744,677,835,920,711,769,608,2259,1231,783,807,934,900,956.0
0,http-192.168.178.178-2020-subjects-lvl0-backbone,1302,901,827,1099,994,1147,1372,853,893,1046,902,1161,1127,1604,997,2310,987,900,842,1316,1129.0
0,http-192.168.178.178-2020-subjects-lvl0-vanilla-es6,1168,1249,906,983,870,732,835,1190,1030,923,939,1123,1123,1114,909,789,1020,801,912,990,980.3
0,http-192.168.178.178-2020-lacunaWebPages-www.bbc.com-www.bbc.com-0,2969,3080,2760,3087,2235,3374,2741,2921,2905,2895,2861,3130,2170,3172,3081,3078,3370,3006,2901,2861,2929.85
0,http-192.168.178.178-2020-lacunaWebPages-apache.org-apache.org-0,1605,1309,1143,1350,1071,1864,1243,1155,1386,1094,1094,1192,1129,1120,2225,1366,1621,1075,1130,1341,1325.65
0,http-192.168.178.178-2020-subjects-lvl0-dijon,1501,1179,1185,2047,969,912,1288,2205,879,902,1462,1288,1184,964,1363,1595,967,961,1243,1733,1291.35
0,http-192.168.178.178-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-0,1943,1987,2287,1940,2512,1667,1747,2691,1986,1916,1859,2220,2165,1831,2327,2198,1921,1761,2185,2277,2071.0
0,http-192.168.178.178-2020-lacunaWebPages-m.youtube.com-m.youtube.com-0,1946,978,1164,1015,1063,1002,1060,1178,981,1027,1175,1024,1066,1147,1010,1061,1331,1015,991,1171,1120.25
