Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-192.168.178.178-2020-subjects-lvl1-backbone_require,1020,757,881,1203,1242,1009,1188,1170,1436,865,738,843,810,926,952,848,873,945,698,978,969.1
1,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-1,1404,1502,1510,1380,1423,1598,1788,1452,1421,1516,1372,1385,1427,1412,1324,1719,1489,1457,1499,1429,1475.35
1,http-192.168.178.178-2020-subjects-lvl1-vanilla-es6,1177,983,1162,903,632,864,771,935,916,858,1047,1278,1089,1023,1208,879,939,959,1713,815,1007.55
1,http-192.168.178.178-2020-subjects-lvl1-dojo,1243,804,1105,990,1780,1109,1103,939,1130,978,898,1329,1044,1246,941,1068,1192,1287,1011,1033,1111.5
1,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-1,1175,1555,1270,1315,1482,1239,1173,1148,1282,1205,1397,1376,1299,2033,1978,1468,1467,1950,1241,1183,1411.8
1,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-1-international.htm,2251,1991,2422,2360,1712,1837,1745,1670,1889,2372,1283,1628,2414,1598,1762,2810,1680,2234,1821,2577,2002.8
1,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-1,1619,1725,1671,1660,1580,2243,1814,1764,1625,1660,1612,1528,1804,1673,1808,1674,1663,1585,1826,1748,1714.1
1,http-192.168.178.178-2020-subjects-lvl1-enyo_backbone,1223,1320,1399,1255,1324,1303,1392,1411,1609,1266,1482,1041,3401,1201,2421,1349,1289,1344,1276,1251,1477.85
1,http-192.168.178.178-2020-subjects-lvl1-gwt,1935,1152,1018,812,1071,973,1286,1091,953,945,1125,1092,931,914,1996,922,1070,3181,1499,1046,1250.6
1,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-1-home.htm,1270,1263,981,731,938,1346,1062,1595,911,1265,901,1200,1419,920,884,1020,1259,907,1137,2808,1190.85
1,http-192.168.178.178-2020-subjects-lvl1-mithril,1194,1101,1047,957,1099,1599,874,830,1053,1105,984,1002,931,1032,1472,955,1299,1344,991,1038,1095.35
