Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
2,http-192.168.178.178-2020-subjects-lvl2-backbone_require,1216,963,891,1087,1061,1041,550,981,892,1244,4058,728,1103,839,944,869,1044,1094,1281,1012,1144.9
2,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-2-international.htm,1590,1576,2205,2310,1627,1690,1684,2306,1992,2346,1644,1635,1763,2333,1967,2758,1770,1641,1607,2645,1954.45
2,http-192.168.178.178-2020-subjects-lvl2-jsblocks,1108,1444,1419,2269,1976,1091,1555,1276,3420,1373,1706,1123,1613,1066,1121,997,1200,1040,1013,1134,1447.2
2,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-2,1429,1572,1379,1330,1432,1489,1557,1445,1421,1473,1469,1402,1526,1586,1534,3084,1361,3416,1387,1533,1641.25
2,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-2,1392,1450,1315,1365,1460,1273,1350,1620,1345,1204,1302,1176,1695,1434,1351,1618,1452,2163,1470,1336,1438.55
2,http-192.168.178.178-2020-subjects-lvl2-knockback,1010,1504,1603,1638,1478,1364,1148,1287,1589,1082,2623,1622,1272,1562,1361,1244,1265,1455,1246,1505,1442.9
2,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-2,1614,1670,1952,1657,1690,2077,1694,1736,1689,1750,1548,1855,1510,1618,1942,1690,1684,1999,1751,1844,1748.5
2,http-192.168.178.178-2020-subjects-lvl2-dijon,1702,1318,1181,1035,1666,1192,1202,1174,2457,1457,1560,1526,1459,1243,1520,3712,1128,1139,1490,1231,1519.6
2,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-2,1610,1529,1520,1688,1514,1459,1724,1665,1495,1546,1572,1589,1772,2707,1541,1601,1551,1567,1598,1663,1645.55
2,http-192.168.178.178-2020-subjects-lvl2-vue,892,1971,1060,1366,1033,914,943,1423,1089,905,611,1067,909,1293,1215,1208,1022,1510,858,891,1109.0
2,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-2,1931,1488,2176,1327,1224,1190,1364,1356,1664,1348,1738,1409,1542,2442,1231,1631,1675,1463,1260,1272,1536.55
2,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-2,2812,1335,2345,1369,1330,1334,1458,1686,1875,2943,2408,1820,1489,1414,1822,2316,1368,1440,2065,2488,1855.85
2,http-192.168.178.178-2020-subjects-lvl2-dojo,883,1050,690,1669,1147,1162,890,1249,851,917,1200,791,1232,877,1169,1061,1279,1117,1112,1976,1116.1
2,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-2,1416,1043,2299,1171,1476,1155,1441,1443,833,1484,1211,1365,1060,1083,1031,1465,1240,1253,1094,1475,1301.9
2,http-192.168.178.178-2020-subjects-lvl2-gwt,1246,921,1022,1166,893,1308,1252,1137,1014,1076,1187,1108,966,1015,1221,784,2262,2192,912,1320,1200.1
2,http-192.168.178.178-2020-subjects-lvl2-mithril,1763,893,1123,1094,565,1349,1216,1003,1320,2176,1283,884,968,1511,938,1908,906,2134,1148,1094,1263.8
2,http-192.168.178.178-2020-subjects-lvl2-polymer,1027,832,977,708,1026,949,1085,841,759,765,817,1121,887,958,983,863,879,931,782,944,906.7
2,http-192.168.178.178-2020-subjects-lvl2-vanillajs,1054,2022,982,873,1000,1230,834,588,868,878,773,974,788,1852,1169,1183,957,1040,1354,927,1067.3
2,http-192.168.178.178-2020-lacunaWebPages-www.bbc.com-www.bbc.com-2,3080,3031,3299,2868,2720,2849,3087,2981,3065,2680,2881,3024,2915,2855,3079,3299,2720,3062,2984,2670,2957.45
2,http-192.168.178.178-2020-subjects-lvl2-vanilla-es6,1173,1098,875,1126,1457,837,559,1114,936,851,946,676,870,1169,979,1638,793,1544,894,937,1023.6
2,http-192.168.178.178-2020-subjects-lvl2-enyo_backbone,1203,1289,1242,1341,1209,1207,1329,1411,1373,1181,1375,1355,1331,1439,1403,1399,1192,1536,1268,1218,1315.05
2,http-192.168.178.178-2020-subjects-lvl2-canjs,1438,1302,1172,919,2494,1068,1116,1662,1700,1173,1215,997,1078,1110,1227,1721,1039,1118,2800,1180,1376.45
2,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-2-home.htm,930,1074,921,2729,988,1420,1344,1480,929,899,1092,966,1233,1127,1280,1149,957,1313,1211,1543,1229.25
2,http-192.168.178.178-2020-subjects-lvl2-jquery,851,1031,982,1145,976,1021,843,1247,1084,1071,952,1605,802,975,1067,885,1258,913,1826,781,1065.75
2,http-192.168.178.178-2020-subjects-lvl2-reagent,1191,1220,1295,1304,1411,1344,1207,1221,1339,1521,1383,1155,1733,1835,1134,1379,1445,1466,1299,1392,1363.7
2,http-192.168.178.178-2020-subjects-lvl2-canjs_require,1239,1367,834,1246,850,874,1029,1978,796,1146,669,1152,782,934,801,839,843,1032,829,937,1008.85
2,http-192.168.178.178-2020-subjects-lvl2-exoskeleton,2643,2488,1230,1025,1855,1067,907,911,1226,1226,911,934,1014,879,1002,1035,1142,821,1055,1067,1221.9
2,http-192.168.178.178-2020-subjects-lvl2-angularjs_require,1908,1083,743,958,1159,1353,820,946,611,868,1214,1072,1624,1175,701,1202,958,660,800,1092,1047.35
2,http-192.168.178.178-2020-lacunaWebPages-www.amazon.com-www.amazon.com-2,1414,1322,1443,1445,1367,1411,1441,1378,1346,1672,1436,1503,1432,1416,1412,1406,1443,1350,1440,1410,1424.35
2,http-192.168.178.178-2020-lacunaWebPages-apache.org-apache.org-2,2199,1667,1131,1482,1070,1135,1115,1873,2013,1165,712,1581,1431,1413,1135,1331,1110,1449,1254,1161,1371.35
2,http-192.168.178.178-2020-subjects-lvl2-backbone,2265,960,1592,1056,1198,897,1276,1299,969,868,968,1116,2055,843,1482,3999,964,1396,2144,1186,1426.65
2,http-192.168.178.178-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-2,3131,2750,2381,2017,2405,1841,2720,2147,1791,2653,2267,2192,3211,2118,1879,1822,1864,1843,2011,2173,2260.8
2,http-192.168.178.178-2020-lacunaWebPages-m.youtube.com-m.youtube.com-2,2844,1247,1042,1102,1285,1211,1118,915,935,1063,781,884,916,1748,702,992,966,1012,930,946,1131.95
2,http-192.168.178.178-2020-lacunaWebPages-www.office.com-www.office.com-2,840,1353,1227,1361,1112,1401,1763,1502,1115,1174,891,1320,1484,1109,1043,1398,1266,1318,1200,1230,1255.35
2,http-192.168.178.178-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-2,1076,1348,1248,1396,1673,1453,788,1552,1495,1669,1427,1120,1399,1091,1128,1656,1340,1162,1779,1393,1359.65
2,http-192.168.178.178-2020-subjects-lvl2-knockoutjs_require,1903,1051,861,1257,1502,890,726,1025,1153,1010,871,842,758,1250,1088,975,746,1154,882,511,1022.75
