Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
8.167163,8.329987,0.162824,core 4 cpu_idle,0.002458479576
8.329987,8.334308,0.00432099999944,core 4 cpu_frequency,0.00172613752417
8.334308,8.546355,0.212047,core 4 cpu_idle,0.003201697653
8.546355,8.634758,0.0884030000007,core 4 cpu_frequency,0.0353149121895
8.634758,9.252329,0.617571,core 4 cpu_idle,0.009324704529
9.252329,9.270125,0.0177960000001,core 4 cpu_frequency,0.00710908201444
9.270125,9.415583,0.145458,core 4 cpu_idle,0.002196270342
9.415583,9.836752,0.421169,core 4 cpu_frequency,0.168247075912
9.836752,10.738123,0.901371,core 4 cpu_idle,0.013609800729
10.738123,10.747178,0.00905499999953,core 4 cpu_frequency,0.00361725880181
10.747178,10.98453,0.237352,core 4 cpu_idle,0.003583777848
10.98453,10.985961,0.00143099999968,core 4 cpu_frequency,0.000571650728274
10.985961,23.267609,12.281648,core 4 cpu_idle,0.185440603152
23.267609,23.268093,0.000484000000142,core 4 cpu_frequency,0.000193346577657
23.268093,23.324,0.0559069999999,core 4 cpu_idle,0.000844139792999
0.0,7.940816,7.940816,core 5 cpu_idle start,0.119898380784
7.940816,8.161264,0.220447999999,core 5 cpu_idle,0.00332854435199
8.161264,8.164242,0.00297800000044,core 5 cpu_frequency,0.00118964071938
8.164242,8.329995,0.165753,core 5 cpu_idle,0.002502704547
8.329995,8.334296,0.00430099999994,core 5 cpu_frequency,0.00171814799638
8.334296,8.546363,0.212066999999,core 5 cpu_idle,0.00320199963299
8.546363,8.634758,0.0883950000007,core 5 cpu_frequency,0.0353117163783
8.634758,9.252334,0.617576,core 5 cpu_idle,0.00932478002399
9.252334,9.252394,6.00000003033e-05,core 5 cpu_frequency,2.39685841211e-05
9.252394,9.415588,0.163194,core 5 cpu_idle,0.002464066206
9.415588,9.851338,0.43575,core 5 cpu_frequency,0.1740718413
9.851338,10.738128,0.88679,core 5 cpu_idle,0.01338964221
10.738128,10.745231,0.00710299999992,core 5 cpu_frequency,0.00283748086917
