Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,20.872,20.872,screen dark,3.8168876863999994
0,20.67,20.67,wifi radio,5.5353054939
20.67,20.872,0.20199999999999818,wifi running,0.0027530741599999754

