Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,20.794,20.794,screen dark,3.8026237328
0,20.682,20.682,wifi radio,5.538519023939999
20.682,20.794,0.11200000000000188,wifi running,0.0015264569600000255

