Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,16.019,16.019,screen dark,2.8947742672
0,16.019,16.019,wifi running,0.21574261048
0.0,8.174772,8.174772,core 0 cpu_idle start,0.121943073924
8.174772,8.433766,0.258994,core 0 cpu_idle,0.003863413498
8.433766,8.433876,0.00010999999995,core 0 cpu_frequency,4.34127319801e-05
8.433876,9.637016,1.20314,core 0 cpu_idle,0.01794723938
9.637016,9.637215,0.000199000000066,core 0 cpu_frequency,7.85375788261e-05
9.637215,9.974816,0.337600999999,core 0 cpu_idle,0.00503599411699
9.974816,9.974924,0.000108000000182,core 0 cpu_frequency,4.26234096719e-05
9.974924,10.722021,0.747097,core 0 cpu_idle,0.011144445949
10.722021,10.722144,0.000122999999803,core 0 cpu_frequency,4.85433275223e-05
10.722144,18.078856,7.356712,core 0 cpu_idle,0.109740072904
18.078856,18.079206,0.000350000000253,core 0 cpu_frequency,0.0001381314201
18.079206,22.974897,4.895691,core 0 cpu_idle,0.073029022647
22.974897,22.975022,0.00012500000048,core 0 cpu_frequency,4.93326501895e-05
22.975022,23.321,0.345977999999,core 0 cpu_idle,0.00516095382599
0.0,8.17658,8.17658,core 1 cpu_idle start,0.12197004386
8.17658,8.43378,0.2572,core 1 cpu_idle,0.0038366524
8.43378,8.434031,0.000251000000389,core 1 cpu_frequency,9.90599613537e-05
8.434031,9.637044,1.203013,core 1 cpu_idle,0.017945344921
9.637044,9.637234,0.000190000000657,core 1 cpu_frequency,7.49856282594e-05
9.637234,9.974831,0.337597,core 1 cpu_idle,0.005035934449
9.974831,9.974867,3.59999994544e-05,core 1 cpu_frequency,1.42078029847e-05
9.974867,10.722036,0.747169,core 1 cpu_idle,0.011145519973
10.722036,10.72945,0.00741400000061,core 1 cpu_frequency,0.00292601813704
10.72945,18.078875,7.349425,core 1 cpu_idle,0.109631372725
18.078875,18.079216,0.000340999999935,core 1 cpu_frequency,0.000134579469174
18.079216,22.974914,4.895698,core 1 cpu_idle,0.073029127066
22.974914,22.978661,0.00374699999975,core 1 cpu_frequency,0.0014787955163
22.978661,23.321,0.342339,core 1 cpu_idle,0.005106670863
0.0,8.176496,8.176496,core 2 cpu_idle start,0.121968790832
8.176496,8.433785,0.257289,core 2 cpu_idle,0.003837980013
8.433785,8.434119,0.000334000000294,core 2 cpu_frequency,0.000131816840916
8.434119,9.637054,1.202935,core 2 cpu_idle,0.017944181395
9.637054,9.643663,0.00660900000003,core 2 cpu_frequency,0.00260831587081
9.643663,9.974837,0.331174,core 2 cpu_idle,0.004940122558
9.974837,9.977066,0.00222899999972,core 2 cpu_frequency,0.000879699814688
9.977066,10.722042,0.744976,core 2 cpu_idle,0.011112806992
10.722042,10.722124,8.19999995656e-05,core 2 cpu_frequency,3.23622182286e-05
10.722124,18.078884,7.35676,core 2 cpu_idle,0.10974078892
18.078884,18.079119,0.00023499999952,core 2 cpu_frequency,9.27453818107e-05
18.079119,22.974923,4.895804,core 2 cpu_idle,0.073030708268
22.974923,22.974999,7.59999993534e-05,core 2 cpu_frequency,2.99942509448e-05
22.974999,23.321,0.346001,core 2 cpu_idle,0.005161296917
0.0,8.175496,8.175496,core 3 cpu_idle start,0.121953873832
8.175496,8.43379,0.258293999999,core 3 cpu_idle,0.00385297159799
8.43379,8.434417,0.00062700000035,core 3 cpu_frequency,0.000247452572538
8.434417,9.637063,1.202646,core 3 cpu_idle,0.017939870382
9.637063,9.695033,0.0579699999998,core 3 cpu_frequency,0.0228785097639
9.695033,9.974842,0.279809000001,core 3 cpu_idle,0.00417391085301
9.974842,9.974882,3.9999999899e-05,core 3 cpu_frequency,1.57864479601e-05
9.974882,10.722047,0.747165,core 3 cpu_idle,0.011145460305
10.722047,10.722597,0.000549999999748,core 3 cpu_frequency,0.000217063659901
10.722597,18.078891,7.356294,core 3 cpu_idle,0.109733837598
18.078891,18.079775,0.000884000000042,core 3 cpu_frequency,0.000348880500817
18.079775,22.974931,4.895156,core 3 cpu_idle,0.073021042052
22.974931,22.975057,0.000125999999909,core 3 cpu_frequency,4.97273111642e-05
22.975057,23.321,0.345942999999,core 3 cpu_idle,0.00516043173099
0.0,8.199003,8.199003,core 4 cpu_idle start,0.122304527751
8.199003,8.433795,0.234791999999,core 4 cpu_idle,0.00350239226399
8.433795,8.444174,0.0103790000003,core 4 cpu_frequency,0.00409618859491
8.444174,9.637073,1.192899,core 4 cpu_idle,0.017794474383
9.637073,9.974847,0.337774,core 4 cpu_frequency,0.133306292169
9.974847,10.151715,0.176868,core 4 cpu_frequency,0.0698029371214
10.151715,10.722053,0.570338,core 4 cpu_idle,0.00850773194601
10.722053,10.755739,0.0336859999998,core 4 cpu_frequency,0.0132945571831
10.755739,18.078899,7.32316,core 4 cpu_idle,0.10923957772
18.078899,18.111227,0.0323280000002,core 4 cpu_frequency,0.0127586072737
18.111227,22.974938,4.863711,core 4 cpu_idle,0.072551976987
22.974938,23.007365,0.0324270000001,core 4 cpu_frequency,0.0127976787324
23.007365,23.321,0.313635,core 4 cpu_idle,0.00467849329499
0.0,8.199003,8.199003,core 5 cpu_idle start,0.122304527751
8.199003,8.4338,0.234797,core 5 cpu_idle,0.003502466849
8.4338,8.443544,0.00974399999996,core 5 cpu_frequency,0.00384557873278
8.443544,9.637083,1.193539,core 5 cpu_idle,0.017804021263
9.637083,9.974852,0.337769,core 5 cpu_frequency,0.133304318863
9.974852,10.153696,0.178844,core 5 cpu_frequency,0.0705827876528
10.153696,10.722059,0.568363,core 5 cpu_idle,0.008478270871
10.722059,10.728926,0.00686700000006,core 5 cpu_frequency,0.00271013846042
10.728926,18.078908,7.349982,core 5 cpu_idle,0.109639681494
18.078908,18.089911,0.0110029999996,core 5 cpu_frequency,0.00434245718345
18.089911,22.974946,4.885035,core 5 cpu_idle,0.072870067095
22.974946,22.975061,0.000114999999823,core 5 cpu_frequency,4.53860379303e-05
22.975061,23.321,0.345939,core 5 cpu_idle,0.005160372063
0.0,8.229549,8.229549,core 6 cpu_idle start,0.122760182433
8.229549,22.499312,14.269763,core 6 cpu_idle,0.212862054671
22.499312,22.504472,0.00516000000061,core 6 cpu_frequency,0.00203645179224
22.504472,23.321,0.816527999999,core 6 cpu_idle,0.012180148176
0.0,8.180521,8.180521,core 7 cpu_idle start,0.122028831757
8.180521,22.499317,14.318796,core 7 cpu_idle,0.213593479932
22.499317,22.49941,9.29999996515e-05,core 7 cpu_frequency,3.67034914625e-05
22.49941,23.321,0.82159,core 7 cpu_idle,0.01225565803
