Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
3,http-192.168.178.178-2020-subjects-lvl3-backbone_require,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360,89360.0
3,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-3,682969,682969,682969,682291,682969,682969,671582,671582,682969,556562,682969,682969,682969,682969,682969,682969,682969,682969,682969,682969,675476.05
3,http-192.168.178.178-2020-subjects-lvl3-reagent,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,1310350,8391,1245252.05
3,http-192.168.178.178-2020-subjects-lvl3-polymer,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698,204698.0
3,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-3,181833,181833,181833,181833,181833,181833,181833,181833,180673,181833,181833,181833,181833,181833,181833,181833,181833,181833,181833,181833,181775.0
3,http-192.168.178.178-2020-subjects-lvl3-exoskeleton,80197,80197,80197,80197,80197,80197,80197,80197,80197,80197,75995,80197,80197,80197,80197,70752,80197,80197,80197,80197,79514.65
3,http-192.168.178.178-2020-subjects-lvl3-gwt,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970,130970.0
3,http-192.168.178.178-2020-subjects-lvl3-enyo_backbone,486831,486831,486831,486831,486831,486831,486831,8695,486831,8695,486831,486831,486831,486831,486831,486831,486831,486831,486831,486831,439017.4
3,http-192.168.178.178-2020-subjects-lvl3-vanilla-es6,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160,28160.0
3,http-192.168.178.178-2020-subjects-lvl3-dojo,137196,137196,137196,137196,137196,137196,12997,137196,137196,137196,12997,137196,137196,137196,137196,137196,137196,137196,137196,137196,124776.1
3,http-192.168.178.178-2020-subjects-lvl3-vue,175373,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172583,172722.5
3,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-3,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590,681590.0
3,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-3-international.htm,1230502,1236770,1236770,1236770,1236770,1236770,1236770,1236770,1236770,1396454,1236770,1236770,1230502,1230502,1236770,1236770,1236770,1236770,1236770,1236770,1243814.0
3,http-192.168.178.178-2020-subjects-lvl3-backbone,203336,69468,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,203336,196642.6
3,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-3,168281,168281,168281,168281,168281,168281,168281,168281,168281,168281,168281,168281,168281,168281,168281,168281,77966,168281,168281,168281,163765.25
3,http-192.168.178.178-2020-subjects-lvl3-mithril,51482,52466,52466,11191,52466,52466,52466,52466,52466,52466,52466,49980,52466,52466,52466,52466,52466,52466,11191,52466,48165.0
3,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-3,357397,357397,357397,357397,357397,357397,355598,357397,357397,355806,357397,357397,357397,357397,357397,357397,357397,355806,357397,357397,357147.95
3,http-192.168.178.178-2020-subjects-lvl3-canjs,374318,374318,374318,13361,13361,374318,374318,374318,374318,374318,374318,374318,374318,374318,374318,374318,374318,374318,374318,374318,338222.3
3,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-3,244929,244316,244929,244929,244929,244929,244929,244929,244929,244929,244929,244929,244929,244929,244929,244929,238814,238814,244929,244929,244286.85
3,http-192.168.178.178-2020-lacunaWebPages-www.amazon.com-www.amazon.com-3,329733,329733,329733,329733,329733,329733,329733,329733,329733,329733,329733,329733,329733,329733,329733,329733,287799,295320,329733,329733,325915.65
3,http-192.168.178.178-2020-subjects-lvl3-knockback,385213,385213,385213,385213,385213,385213,385213,385213,385213,385213,385213,266756,385213,385213,266756,385213,385213,385213,385213,385213,373367.3
3,http-192.168.178.178-2020-subjects-lvl3-jquery,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104,218104.0
3,http-192.168.178.178-2020-subjects-lvl3-canjs_require,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881,85881.0
3,http-192.168.178.178-2020-lacunaWebPages-www.office.com-www.office.com-3,219504,219504,219504,156506,219504,156506,213663,156506,156506,219268,219504,166348,219504,219504,219504,219504,219504,219504,219504,219504,203942.75
3,http-192.168.178.178-2020-subjects-lvl3-jsblocks,343015,343015,343015,343015,343015,343015,343015,343015,343015,343015,343015,10243,343015,343015,343015,343015,343015,343015,343015,343015,326376.4
3,http-192.168.178.178-2020-subjects-lvl3-dijon,216163,216163,216163,216163,216163,36342,216163,216163,216163,216163,216163,216163,216163,216163,216163,216163,216163,216163,216163,216163,207171.95
