Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
3,http-192.168.178.178-2020-subjects-lvl3-backbone_require,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,10,8.3
3,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-3,25,28,35,32,36,31,27,29,22,3,25,37,37,27,30,35,37,37,38,38,30.45
3,http-192.168.178.178-2020-subjects-lvl3-reagent,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,5,8.9
3,http-192.168.178.178-2020-subjects-lvl3-polymer,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11.1
3,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-3,15,15,13,15,15,15,15,19,10,15,15,15,15,15,15,15,15,15,15,15,14.85
3,http-192.168.178.178-2020-subjects-lvl3-exoskeleton,18,18,18,18,18,18,18,18,18,18,16,18,18,18,18,16,18,18,18,18,17.8
3,http-192.168.178.178-2020-subjects-lvl3-gwt,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10.1
3,http-192.168.178.178-2020-subjects-lvl3-enyo_backbone,33,33,33,33,33,33,35,5,33,5,33,33,33,33,33,33,33,33,33,33,30.3
3,http-192.168.178.178-2020-subjects-lvl3-vanilla-es6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8.0
3,http-192.168.178.178-2020-subjects-lvl3-dojo,9,9,9,9,9,9,5,9,9,9,5,9,9,9,9,9,9,9,9,9,8.6
3,http-192.168.178.178-2020-subjects-lvl3-vue,13,12,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12.35
3,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-3,34,34,33,34,33,34,34,33,34,34,34,34,34,34,33,34,34,34,34,34,33.8
3,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-3-international.htm,4,6,6,6,6,6,6,6,6,7,6,6,4,4,6,6,6,6,6,6,5.75
3,http-192.168.178.178-2020-subjects-lvl3-backbone,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,16,16,15.9
3,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8.95
3,http-192.168.178.178-2020-subjects-lvl3-mithril,12,14,14,10,14,14,14,14,14,14,14,14,14,14,14,14,16,14,10,14,13.6
3,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-3,21,21,21,21,21,21,17,21,21,17,21,21,21,21,21,21,21,17,21,21,20.4
3,http-192.168.178.178-2020-subjects-lvl3-canjs,13,13,13,9,9,13,13,13,13,13,13,13,13,15,13,13,13,13,13,13,12.7
3,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-3,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,6.75
3,http-192.168.178.178-2020-lacunaWebPages-www.amazon.com-www.amazon.com-3,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,57,61,61,61,60.8
3,http-192.168.178.178-2020-subjects-lvl3-knockback,17,17,17,17,17,16,17,17,17,17,17,13,19,17,13,17,17,17,17,19,16.75
3,http-192.168.178.178-2020-subjects-lvl3-jquery,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0
3,http-192.168.178.178-2020-subjects-lvl3-canjs_require,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8.2
3,http-192.168.178.178-2020-lacunaWebPages-www.office.com-www.office.com-3,11,11,11,7,11,7,9,7,7,10,11,10,11,11,11,11,11,11,11,11,10.0
3,http-192.168.178.178-2020-subjects-lvl3-jsblocks,11,9,9,9,9,9,9,9,9,9,11,5,9,9,9,9,9,9,11,9,9.1
3,http-192.168.178.178-2020-subjects-lvl3-dijon,18,18,18,18,18,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17.8
3,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-3,91,92,92,92,89,92,92,92,90,92,92,92,92,92,92,92,92,92,92,92,91.7
3,http-192.168.178.178-2020-subjects-lvl3-angularjs_require,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,8,7.1
3,http-192.168.178.178-2020-lacunaWebPages-www.bbc.com-www.bbc.com-3,64,64,64,64,64,64,64,66,64,64,64,64,64,60,64,64,64,64,64,64,63.9
3,http-192.168.178.178-2020-subjects-lvl3-vanillajs,14,14,14,14,15,10,14,14,14,10,13,14,14,14,14,14,14,14,14,15,13.65
3,http-192.168.178.178-2020-lacunaWebPages-apache.org-apache.org-3,39,38,38,38,37,39,38,39,38,34,24,39,37,39,37,38,61,38,38,38,38.35
3,http-192.168.178.178-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-3,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,12,12,12,11,12,12.05
3,http-192.168.178.178-2020-lacunaWebPages-m.youtube.com-m.youtube.com-3,16,16,16,16,16,16,16,16,16,16,16,14,18,16,16,16,16,9,16,16,15.65
3,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-3-home.htm,14,12,12,14,14,14,14,12,14,14,14,10,14,14,14,10,14,14,14,14,13.3
3,http-192.168.178.178-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-3,11,8,13,9,11,11,11,11,11,10,11,11,13,9,8,11,11,11,11,11,10.65
3,http-192.168.178.178-2020-subjects-lvl3-knockoutjs_require,8,8,8,8,8,8,10,8,10,10,8,8,8,8,8,8,8,8,8,8,8.3
