Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-192.168.178.178-2020-subjects-lvl1-backbone_require,23,24,23,22,23,23,23,23,22,23,5,23,23,23,23,23,23,23,26,23,22.2
1,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-1,29,34,34,38,37,31,31,29,34,37,38,38,37,35,30,28,32,39,36,34,34.05
1,http-192.168.178.178-2020-subjects-lvl1-vanilla-es6,9,9,9,9,11,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,8.9
1,http-192.168.178.178-2020-subjects-lvl1-dojo,19,19,19,19,22,19,19,19,19,19,19,5,19,5,19,19,19,19,19,19,17.75
1,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-1,16,16,16,16,16,16,16,21,16,16,16,16,16,16,16,16,16,16,11,21,16.25
1,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-1-international.htm,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,6,6,5.75
1,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-1,92,88,93,93,93,93,93,93,93,93,93,93,94,93,93,93,93,93,93,93,92.75
1,http-192.168.178.178-2020-subjects-lvl1-enyo_backbone,34,34,34,5,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,32.55
1,http-192.168.178.178-2020-subjects-lvl1-gwt,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,10.7
1,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-1-home.htm,14,14,14,14,14,14,16,14,14,14,14,14,14,14,13,14,14,14,14,14,14.05
1,http-192.168.178.178-2020-subjects-lvl1-mithril,15,15,15,15,15,15,15,15,15,18,15,15,15,15,15,15,15,15,15,15,15.15
1,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-1,37,34,33,37,37,37,40,37,37,37,37,37,37,37,35,33,33,33,33,33,35.7
1,http-192.168.178.178-2020-subjects-lvl1-vanillajs,15,15,15,15,15,15,15,15,15,15,15,15,10,15,15,10,15,10,15,15,14.25
1,http-192.168.178.178-2020-subjects-lvl1-jsblocks,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10.05
1,http-192.168.178.178-2020-subjects-lvl1-vue,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,13,13,13,13.15
1,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-1,9,10,10,6,10,10,10,10,10,11,13,10,10,10,10,10,10,10,10,10,9.95
1,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-1,21,21,21,21,21,21,17,21,21,21,21,21,21,21,17,21,17,17,21,21,20.2
1,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6.9
1,http-192.168.178.178-2020-lacunaWebPages-www.amazon.com-www.amazon.com-1,62,62,62,62,62,64,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62.1
1,http-192.168.178.178-2020-subjects-lvl1-canjs,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14.0
1,http-192.168.178.178-2020-subjects-lvl1-reagent,10,10,10,10,10,10,9,10,9,5,10,10,9,10,10,9,10,5,9,10,9.25
1,http-192.168.178.178-2020-subjects-lvl1-exoskeleton,19,19,19,19,19,19,19,14,19,19,19,19,19,19,19,19,19,19,19,19,18.75
1,http-192.168.178.178-2020-subjects-lvl1-dijon,19,14,19,19,19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,18.9
1,http-192.168.178.178-2020-subjects-lvl1-canjs_require,42,42,42,42,39,44,42,42,42,42,42,42,42,5,42,42,42,42,42,42,40.1
1,http-192.168.178.178-2020-subjects-lvl1-knockback,17,18,18,18,18,18,21,18,18,18,21,18,18,18,18,18,18,18,18,18,18.25
1,http-192.168.178.178-2020-subjects-lvl1-polymer,15,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,15,11.8
1,http-192.168.178.178-2020-subjects-lvl1-angularjs_require,15,7,15,4,15,15,17,4,15,15,15,15,15,15,15,15,15,15,15,15,13.6
1,http-192.168.178.178-2020-subjects-lvl1-backbone,17,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,16.65
1,http-192.168.178.178-2020-subjects-lvl1-jquery,13,8,8,13,13,13,13,13,13,13,13,8,16,13,13,13,13,13,13,13,12.4
1,http-192.168.178.178-2020-lacunaWebPages-apache.org-apache.org-1,38,37,57,39,38,34,39,36,38,37,35,39,38,38,38,38,39,38,39,39,38.7
1,http-192.168.178.178-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,11.95
1,http-192.168.178.178-2020-lacunaWebPages-m.youtube.com-m.youtube.com-1,16,16,9,16,16,16,14,14,9,9,16,16,9,16,16,16,15,16,16,16,14.35
1,http-192.168.178.178-2020-lacunaWebPages-www.office.com-www.office.com-1,11,11,8,11,11,7,11,9,11,11,11,13,11,7,11,7,11,7,7,11,9.85
1,http-192.168.178.178-2020-lacunaWebPages-www.bbc.com-www.bbc.com-1,64,64,64,64,64,64,64,64,64,64,64,64,65,64,64,64,64,64,60,64,63.85
1,http-192.168.178.178-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-1,8,13,11,12,10,8,12,11,11,11,12,11,11,12,12,11,11,11,11,11,11.0
1,http-192.168.178.178-2020-subjects-lvl1-knockoutjs_require,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15.0
