Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
2,http-192.168.178.178-2020-subjects-lvl2-backbone_require,479971,479971,479971,479971,479971,479971,479971,479971,479971,479971,479971,7524,479971,479971,479971,479971,479971,479971,479971,479971,456348.65
2,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-2-international.htm,1230767,1077167,1237116,1237116,1237116,1237116,1237116,1237116,1237116,1070759,1237116,1237116,1237116,1237116,1237116,1237116,1237116,1077167,1237116,1237116,1212485.8
2,http-192.168.178.178-2020-subjects-lvl2-jsblocks,348817,348817,348817,348817,348817,348817,348817,348817,348817,348817,348817,348817,348817,10377,348817,348817,348817,348817,348817,348817,331895.0
2,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-2,687133,687133,687133,687133,687133,687133,685709,687133,687133,687133,687133,135834,685031,687133,686455,687133,687133,687133,687133,687133,659357.85
2,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-2,187646,187646,187646,123430,187646,187646,188368,187646,187646,187646,187646,187646,187646,187646,187646,187646,187646,181776,187646,187646,184177.8
2,http-192.168.178.178-2020-subjects-lvl2-knockback,407798,407798,407798,407798,407798,407798,407798,407798,407798,407798,407798,407798,407798,407798,407798,182674,407798,407798,407798,407798,396541.8
2,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-2,253786,253786,253786,253786,213456,253786,253786,253786,253786,253786,253786,253786,253786,253786,253786,253786,253786,253786,253786,253786,251769.5
2,http-192.168.178.178-2020-subjects-lvl2-dijon,225258,225258,225258,36671,225258,225258,225258,225258,225258,225258,225258,225258,225258,225258,225258,225258,225258,225258,225258,225258,215828.65
2,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-2,698359,698359,698359,698359,698359,698359,698359,698359,698359,697453,698359,698359,698359,698359,698053,698359,698359,698359,698359,698359,698298.4
2,http-192.168.178.178-2020-subjects-lvl2-vue,180609,180609,12151,12151,180609,180609,180609,180609,180609,178713,180609,180609,180609,180609,180609,180609,180609,180609,12151,180609,155245.5
2,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-2,174467,174467,174467,174467,174467,174467,151533,174467,174467,174467,174467,174467,174467,174467,174467,174467,174467,174467,174467,174467,173320.3
2,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-2,357830,356031,357830,357830,357830,357830,357830,357830,357830,356031,357830,357830,357830,358766,357830,357830,357830,357830,357830,357830,357696.9
2,http-192.168.178.178-2020-subjects-lvl2-dojo,165827,165827,165827,165827,165827,12997,165827,12997,165827,165827,165827,165827,165827,165827,165827,165827,165827,165827,165827,165827,150544.0
2,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-2,250442,250442,250442,250442,250442,250442,250442,250442,250442,250442,250442,250442,250442,250442,249829,250442,250442,250442,250442,250442,250411.35
2,http-192.168.178.178-2020-subjects-lvl2-gwt,131194,131194,131194,131194,131194,131194,8302,131194,131194,131194,131194,131194,131194,131194,131194,131194,131194,131194,131194,131194,125049.4
2,http-192.168.178.178-2020-subjects-lvl2-mithril,54919,11406,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,54919,52743.35
