Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
0,http-192.168.178.178-2020-subjects-lvl0-backbone_require,425782,8865,487589,425782,495037,425782,426592,495037,426008,426592,8865,8865,426592,426592,487589,487589,426592,426592,487589,426008,382796.95
0,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-0,772001,772001,772001,772001,772001,772001,772001,772001,771323,772001,772001,772001,772001,772001,772001,772001,772001,772001,772001,772001,771967.1
0,http-192.168.178.178-2020-subjects-lvl0-mithril,74546,74546,74546,74546,74546,74546,74546,74546,74546,74546,74546,74546,74546,74546,74546,14968,74546,74546,74546,74546,71567.1
0,http-192.168.178.178-2020-subjects-lvl0-vue,270104,270104,270104,270104,270104,270104,270104,270104,270104,270104,270104,270104,270104,270104,267285,270104,270104,270104,270104,270104,269963.05
0,http-192.168.178.178-2020-subjects-lvl0-canjs,590357,590357,590357,590357,590357,590357,590357,15977,590357,590357,590357,590357,590357,590357,590357,590357,590357,590357,590357,590357,561638.0
0,http-192.168.178.178-2020-subjects-lvl0-vanillajs,47519,47519,47519,28422,47519,47519,47519,47519,47519,47519,47519,47519,47519,47519,47519,47519,47519,47519,47519,47519,46564.15
0,http-192.168.178.178-2020-subjects-lvl0-knockback,800628,800628,800628,800628,800628,800628,485924,800628,800628,800628,800628,800628,800628,800628,800628,800628,485924,800628,800628,800628,769157.6
0,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-0,1385692,1385692,1385692,1385692,1373809,1385310,1385692,1385692,1357190,1385692,1385692,1385692,1385692,1385692,1385692,1385692,1385692,1385692,1385692,1385692,1383653.65
0,http-192.168.178.178-2020-subjects-lvl0-gwt,8302,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,136669,130250.65
0,http-192.168.178.178-2020-subjects-lvl0-jquery,397218,397218,397218,397218,397218,397218,397218,136167,397218,397218,397218,397218,397218,397218,397218,397218,397218,397218,397218,397218,384165.45
0,http-192.168.178.178-2020-subjects-lvl0-jsblocks,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237,477237.0
0,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-0,310552,310552,310552,310552,310552,310552,310552,310552,310552,310552,310552,312710,310552,310552,310552,310552,310552,310552,310552,310552,310659.9
0,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-0-international.htm,1079551,1242278,1242278,1233545,1242278,1242278,1242278,1242278,1242278,1242278,1070759,1242278,1242278,1079551,1242278,1242278,1079551,1242278,1242278,1242278,1208856.35
0,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-0,366530,368121,368121,368121,368121,368121,368121,368121,368121,366530,368121,368121,368121,368121,368121,368121,368121,368121,223696,368121,360740.65
0,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-0,352444,352444,352444,352444,352444,352444,352444,345225,352444,352444,345225,352444,352444,352444,352444,352444,352444,352444,352444,352444,351722.1
0,http-192.168.178.178-2020-lacunaWebPages-www.amazon.com-www.amazon.com-0,368887,368887,368887,368887,368887,368887,368887,368887,321160,368887,368887,368887,368887,321160,368887,368887,368887,368887,368887,368887,364114.3
0,http-192.168.178.178-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-0,238901,192792,238901,238901,238901,153765,238901,238901,152880,238901,238901,238901,153765,238901,238901,238901,238901,238901,238901,238901,223780.9
0,http-192.168.178.178-2020-subjects-lvl0-canjs_require,736915,769540,770998,770998,770998,770998,770998,770998,770998,770998,770998,770998,770998,770998,10089,770998,770998,770998,770998,770998,731175.5
0,http-192.168.178.178-2020-lacunaWebPages-www.paypal.com-www.paypal.com-nl-0-home.htm,463487,463487,463487,463487,463487,463487,302860,463487,463487,463487,463487,463487,463487,463487,463487,463487,463487,463487,463487,463487,455455.65
0,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-0,290358,290358,290358,290358,290358,256595,290358,290358,134224,290358,290358,290358,290358,290358,256595,290358,290358,290358,178787,290358,273596.45
0,http-192.168.178.178-2020-subjects-lvl0-polymer,209672,209672,209672,209672,209672,209672,209672,206780,209672,209672,209672,202967,209672,209672,209672,209672,209672,209672,209672,209672,209192.15
0,http-192.168.178.178-2020-subjects-lvl0-dojo,239310,239310,12997,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,239310,227994.35
0,http-192.168.178.178-2020-subjects-lvl0-enyo_backbone,491742,491742,491742,491742,491742,491742,491742,491742,491742,491742,491742,491742,491742,491742,491742,8695,491742,8695,491742,491742,443437.3
0,http-192.168.178.178-2020-subjects-lvl0-exoskeleton,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,115621,111883,115434.1
0,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-0,268178,296477,296477,294396,294396,294396,294396,294396,294396,294396,294396,294396,294396,294396,294396,294396,268124,294396,294517,294396,291985.65
0,http-192.168.178.178-2020-subjects-lvl0-angularjs_require,1060502,1060502,1060502,1060502,1060502,1064421,1060502,1064421,1064421,1060502,1060502,1064421,1060502,1064421,1064421,1060502,1064421,1060502,1060502,1064421,1062069.6
0,http-192.168.178.178-2020-subjects-lvl0-backbone,413302,413302,413302,413302,413302,413302,413302,413302,413302,413302,413302,98598,413302,413302,413302,413302,413302,413302,98598,413302,381831.6
0,http-192.168.178.178-2020-subjects-lvl0-vanilla-es6,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524,47524.0
0,http-192.168.178.178-2020-lacunaWebPages-www.bbc.com-www.bbc.com-0,377080,377080,377080,377080,377080,377080,377080,377080,377080,327917,377080,377080,377080,377080,377080,318566,377080,377080,377080,327917,369238.0
0,http-192.168.178.178-2020-lacunaWebPages-apache.org-apache.org-0,662729,662729,662729,662729,662729,662729,662729,662729,662729,662729,662729,661984,662729,662729,662729,662729,652878,662729,662729,662729,662199.2
0,http-192.168.178.178-2020-subjects-lvl0-dijon,392090,392090,392090,392090,370561,392090,392090,392090,392090,392090,392090,392090,392090,392090,392090,41009,392090,392090,392090,392090,373459.5
0,http-192.168.178.178-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-0,590703,590703,590703,590703,537278,590703,590703,590703,590703,537278,590703,590703,590703,590703,590703,590703,590703,590703,590703,590503,585350.5
0,http-192.168.178.178-2020-lacunaWebPages-m.youtube.com-m.youtube.com-0,902670,902670,881470,902670,902670,902670,902670,902670,902670,902670,902670,902670,902670,902670,902670,902670,902670,881470,902670,902670,900550.0
0,http-192.168.178.178-2020-lacunaWebPages-www.office.com-www.office.com-0,377306,377306,279028,377306,279028,377306,377306,377306,377306,377306,279028,377306,377306,364282,324888,377306,377306,377306,377306,377306,359292.2
0,http-192.168.178.178-2020-subjects-lvl0-reagent,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868,2595868.0
0,http-192.168.178.178-2020-subjects-lvl0-knockoutjs_require,167350,221560,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,167350,170060.5
