Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
2,http-192.168.178.178-2020-subjects-lvl2-backbone_require,24,24,24,24,24,24,27,24,24,24,24,5,24,27,24,24,24,24,24,24,23.35
2,http-192.168.178.178-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-2-international.htm,4,5,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,5,6,7,5.65
2,http-192.168.178.178-2020-subjects-lvl2-jsblocks,11,11,11,11,14,11,13,11,11,11,11,11,11,6,11,11,11,11,11,11,11.0
2,http-192.168.178.178-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-2,27,40,36,35,37,38,26,36,37,35,37,36,20,38,28,36,25,40,42,35,34.2
2,http-192.168.178.178-2020-lacunaWebPages-stackexchange.com-stackexchange.com-2,16,16,16,11,16,16,22,16,16,16,16,16,16,16,16,16,16,13,16,16,15.9
2,http-192.168.178.178-2020-subjects-lvl2-knockback,18,18,18,21,18,18,18,18,18,18,18,18,18,18,18,15,18,18,18,21,18.15
2,http-192.168.178.178-2020-lacunaWebPages-www.amazon.in-www.amazon.in-2,93,93,93,93,88,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,92.75
2,http-192.168.178.178-2020-subjects-lvl2-dijon,19,19,19,14,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,19,18.9
2,http-192.168.178.178-2020-lacunaWebPages-www.booking.com-www.booking.com-2,33,37,40,37,37,37,37,37,37,33,33,37,37,37,35,37,33,37,37,37,36.25
2,http-192.168.178.178-2020-subjects-lvl2-vue,13,13,8,8,13,13,13,13,13,11,16,13,13,13,13,13,13,13,8,16,12.45
2,http-192.168.178.178-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-2,10,10,10,10,10,10,6,10,10,11,11,10,10,10,10,10,10,10,10,10,9.9
2,http-192.168.178.178-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-2,21,17,21,21,21,21,21,21,21,17,21,21,21,23,21,21,21,21,21,21,20.7
2,http-192.168.178.178-2020-subjects-lvl2-dojo,19,19,22,19,19,5,19,5,19,19,19,19,19,19,19,19,19,19,19,22,17.9
2,http-192.168.178.178-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-en-US-2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6.95
2,http-192.168.178.178-2020-subjects-lvl2-gwt,11,11,11,11,11,11,5,11,14,11,11,11,11,11,11,14,11,11,11,11,11.0
2,http-192.168.178.178-2020-subjects-lvl2-mithril,15,10,15,15,18,15,15,15,15,15,15,15,15,15,15,15,15,15,18,15,15.05
2,http-192.168.178.178-2020-subjects-lvl2-polymer,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,12,11.75
2,http-192.168.178.178-2020-subjects-lvl2-vanillajs,15,15,15,15,15,15,12,18,15,15,15,15,15,15,15,15,15,15,15,15,15.0
2,http-192.168.178.178-2020-lacunaWebPages-www.bbc.com-www.bbc.com-2,64,64,64,64,64,64,64,64,64,64,64,64,64,64,60,64,64,64,64,64,63.8
2,http-192.168.178.178-2020-subjects-lvl2-vanilla-es6,9,9,9,9,9,9,11,9,9,9,9,6,9,9,9,9,9,9,9,9,8.95
2,http-192.168.178.178-2020-subjects-lvl2-enyo_backbone,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34.0
2,http-192.168.178.178-2020-subjects-lvl2-canjs,14,14,17,14,14,14,9,14,14,14,14,14,14,14,14,9,14,14,14,14,13.65
